Date,Adj Close,Ticker
2022-05-23,142.26052856445312,AAPL
2022-05-24,139.52685546875,AAPL
2022-05-25,139.6859130859375,AAPL
2022-05-26,142.9265594482422,AAPL
2022-05-27,148.75177001953125,AAPL
2022-05-31,147.95651245117188,AAPL
2022-06-01,147.82728576660156,AAPL
2022-06-02,150.3124542236328,AAPL
2022-06-03,144.51705932617188,AAPL
2022-06-06,145.2725372314453,AAPL
2022-06-07,147.82728576660156,AAPL
2022-06-08,147.0817413330078,AAPL
2022-06-09,141.79331970214844,AAPL
2022-06-10,136.3160400390625,AAPL
2022-06-13,131.09719848632812,AAPL
2022-06-14,131.97195434570312,AAPL
2022-06-15,134.6260986328125,AAPL
2022-06-16,129.28799438476562,AAPL
2022-06-17,130.7790985107422,AAPL
2022-06-21,135.06350708007812,AAPL
2022-06-22,134.54660034179688,AAPL
2022-06-23,137.4492645263672,AAPL
2022-06-24,140.8191375732422,AAPL
2022-06-27,140.8191375732422,AAPL
2022-06-28,136.6241912841797,AAPL
2022-06-29,138.403564453125,AAPL
2022-06-30,135.90847778320312,AAPL
2022-07-01,138.1053466796875,AAPL
2022-07-05,140.71974182128906,AAPL
2022-07-06,142.0716552734375,AAPL
2022-07-07,145.48130798339844,AAPL
2022-07-08,146.1671905517578,AAPL
2022-07-11,144.01007080078125,AAPL
2022-07-12,144.99420166015625,AAPL
2022-07-13,144.62640380859375,AAPL
2022-07-14,147.58871459960938,AAPL
2022-07-15,149.27862548828125,AAPL
2022-07-18,146.19703674316406,AAPL
2022-07-19,150.10369873046875,AAPL
2022-07-20,152.13157653808594,AAPL
2022-07-21,154.42787170410156,AAPL
2022-07-22,153.17535400390625,AAPL
2022-07-25,152.04209899902344,AAPL
2022-07-26,150.7001495361328,AAPL
2022-07-27,155.8593292236328,AAPL
2022-07-28,156.416015625,AAPL
2022-07-29,161.5453643798828,AAPL
2022-08-01,160.5513153076172,AAPL
2022-08-02,159.06019592285156,AAPL
2022-08-03,165.14389038085938,AAPL
2022-08-04,164.82577514648438,AAPL
2022-08-05,164.59683227539062,AAPL
2022-08-08,164.1190185546875,AAPL
2022-08-09,164.16879272460938,AAPL
2022-08-10,168.46913146972656,AAPL
2022-08-11,167.7225341796875,AAPL
2022-08-12,171.31610107421875,AAPL
2022-08-15,172.401123046875,AAPL
2022-08-16,172.24185180664062,AAPL
2022-08-17,173.7549285888672,AAPL
2022-08-18,173.3567352294922,AAPL
2022-08-19,170.7387237548828,AAPL
2022-08-22,166.80673217773438,AAPL
2022-08-23,166.46827697753906,AAPL
2022-08-24,166.76690673828125,AAPL
2022-08-25,169.25550842285156,AAPL
2022-08-26,162.8747100830078,AAPL
2022-08-29,160.64491271972656,AAPL
2022-08-30,158.18617248535156,AAPL
2022-08-31,156.50387573242188,AAPL
2022-09-01,157.24049377441406,AAPL
2022-09-02,155.10028076171875,AAPL
2022-09-06,153.82611083984375,AAPL
2022-09-07,155.24960327148438,AAPL
2022-09-08,153.75645446777344,AAPL
2022-09-09,156.65316772460938,AAPL
2022-09-12,162.68557739257812,AAPL
2022-09-13,153.13925170898438,AAPL
2022-09-14,154.60256958007812,AAPL
2022-09-15,151.6759490966797,AAPL
2022-09-16,150.0135498046875,AAPL
2022-09-19,153.77635192871094,AAPL
2022-09-20,156.18531799316406,AAPL
2022-09-21,153.01980590820312,AAPL
2022-09-22,152.0442657470703,AAPL
2022-09-23,149.7447967529297,AAPL
2022-09-26,150.083251953125,AAPL
2022-09-27,151.0687255859375,AAPL
2022-09-28,149.15748596191406,AAPL
2022-09-29,141.83099365234375,AAPL
2022-09-30,137.57049560546875,AAPL
2022-10-03,141.8011474609375,AAPL
2022-10-04,145.4345245361328,AAPL
2022-10-05,145.73313903808594,AAPL
2022-10-06,144.76756286621094,AAPL
2022-10-07,139.45188903808594,AAPL
2022-10-10,139.7803955078125,AAPL
2022-10-11,138.34695434570312,AAPL
2022-10-12,137.70985412597656,AAPL
2022-10-13,142.33868408203125,AAPL
2022-10-14,137.7496795654297,AAPL
2022-10-17,141.76133728027344,AAPL
2022-10-18,143.09523010253906,AAPL
2022-10-19,143.20472717285156,AAPL
2022-10-20,142.7368621826172,AAPL
2022-10-21,146.5991973876953,AAPL
2022-10-24,148.76925659179688,AAPL
2022-10-25,151.64610290527344,AAPL
2022-10-26,148.6697235107422,AAPL
2022-10-27,144.14044189453125,AAPL
2022-10-28,155.03060913085938,AAPL
2022-10-31,152.6415252685547,AAPL
2022-11-01,149.9637908935547,AAPL
2022-11-02,144.369384765625,AAPL
2022-11-03,138.24740600585938,AAPL
2022-11-04,137.9781951904297,AAPL
2022-11-07,138.51661682128906,AAPL
2022-11-08,139.09494018554688,AAPL
2022-11-09,134.47837829589844,AAPL
2022-11-10,146.4435272216797,AAPL
2022-11-11,149.26531982421875,AAPL
2022-11-14,147.8494415283203,AAPL
2022-11-15,149.6043243408203,AAPL
2022-11-16,148.3579559326172,AAPL
2022-11-17,150.2823486328125,AAPL
2022-11-18,150.85069274902344,AAPL
2022-11-21,147.58023071289062,AAPL
2022-11-22,149.74391174316406,AAPL
2022-11-23,150.63134765625,AAPL
2022-11-25,147.67994689941406,AAPL
2022-11-28,143.80123901367188,AAPL
2022-11-29,140.7600860595703,AAPL
2022-11-30,147.6001739501953,AAPL
2022-12-01,147.8793487548828,AAPL
2022-12-02,147.3808135986328,AAPL
2022-12-05,146.20423889160156,AAPL
2022-12-06,142.4950408935547,AAPL
2022-12-07,140.53076171875,AAPL
2022-12-08,142.2357940673828,AAPL
2022-12-09,141.74720764160156,AAPL
2022-12-12,144.07044982910156,AAPL
2022-12-13,145.047607421875,AAPL
