Date,Open,High,Low,Close,Adj Close,Volume,Ticker
2022-05-23,162.74000549316406,169.14999389648438,161.7899932861328,168.97999572753906,168.8222198486328,63988900,NVDA
2022-05-24,165.10000610351562,165.97000122070312,157.8000030517578,161.5399932861328,161.38916015625,58855000,NVDA
2022-05-25,160.1999969482422,171.11000061035156,160.0,169.75,169.5915069580078,78113200,NVDA
2022-05-26,160.36000061035156,180.9199981689453,160.22000122070312,178.50999450683594,178.3433074951172,99657500,NVDA
2022-05-27,181.86000061035156,188.80999755859375,181.0,188.11000061035156,187.93435668945312,73837900,NVDA
2022-05-31,189.8000030517578,192.0,183.5,186.72000122070312,186.54566955566406,66410000,NVDA
2022-06-01,187.24000549316406,190.52999877929688,181.22000122070312,183.1999969482422,183.02894592285156,54451400,NVDA
2022-06-02,182.9199981689453,196.19000244140625,181.97999572753906,195.9199981689453,195.737060546875,64865600,NVDA
2022-06-03,190.82000732421875,193.32000732421875,185.22000122070312,187.1999969482422,187.02520751953125,59877900,NVDA
2022-06-06,191.38999938964844,193.3699951171875,185.63999938964844,187.86000061035156,187.68460083007812,42240600,NVDA
2022-06-07,184.72000122070312,190.0,181.8800048828125,189.25999450683594,189.08326721191406,38891400,NVDA
2022-06-08,187.99000549316406,191.8000030517578,185.35000610351562,186.47999572753906,186.3452606201172,36325200,NVDA
2022-06-09,184.80999755859375,189.3300018310547,180.41000366210938,180.47999572753906,180.349609375,39557400,NVDA
2022-06-10,176.0,176.97000122070312,168.69000244140625,169.74000549316406,169.61737060546875,46524800,NVDA
2022-06-13,160.0,163.1199951171875,156.05999755859375,156.47000122070312,156.35696411132812,60415300,NVDA
2022-06-14,157.30999755859375,160.66000366210938,154.1199951171875,158.36000061035156,158.24560546875,46968000,NVDA
2022-06-15,160.9499969482422,168.67999267578125,159.25999450683594,165.27000427246094,165.15060424804688,56393600,NVDA
2022-06-16,158.60000610351562,159.4199981689453,154.00999450683594,156.00999450683594,155.89727783203125,54574900,NVDA
2022-06-17,156.47999572753906,159.9499969482422,153.27999877929688,158.8000030517578,158.68527221679688,63033400,NVDA
2022-06-21,164.75,170.0800018310547,164.07000732421875,165.66000366210938,165.54031372070312,48308900,NVDA
2022-06-22,162.25999450683594,166.6199951171875,161.8000030517578,163.60000610351562,163.4818115234375,43713500,NVDA
2022-06-23,165.19000244140625,165.85000610351562,158.52999877929688,162.25,162.1327667236328,46368000,NVDA
2022-06-24,165.0,171.39999389648438,163.10000610351562,171.25999450683594,171.13626098632812,47215300,NVDA
2022-06-27,173.1199951171875,173.3000030517578,166.25999450683594,168.69000244140625,168.56813049316406,42796800,NVDA
2022-06-28,169.0,172.02000427246094,159.4499969482422,159.82000732421875,159.70452880859375,46114900,NVDA
2022-06-29,158.13999938964844,158.1999969482422,151.6999969482422,155.4199981689453,155.30770874023438,48235200,NVDA
2022-06-30,153.61000061035156,155.6699981689453,148.6199951171875,151.58999633789062,151.48046875,68607000,NVDA
2022-07-01,148.99000549316406,150.6300048828125,143.9199981689453,145.22999572753906,145.1250762939453,57761000,NVDA
2022-07-05,141.75,149.7100067138672,140.5500030517578,149.63999938964844,149.53189086914062,65139700,NVDA
2022-07-06,150.10000610351562,153.19000244140625,147.88999938964844,151.3000030517578,151.19068908691406,52906600,NVDA
2022-07-07,154.55999755859375,159.4499969482422,153.88999938964844,158.5800018310547,158.46542358398438,49290300,NVDA
2022-07-08,154.3000030517578,160.3699951171875,153.88999938964844,158.3800048828125,158.26556396484375,46797200,NVDA
2022-07-11,155.25999450683594,155.27000427246094,150.3800048828125,151.52000427246094,151.41053771972656,43732100,NVDA
2022-07-12,152.67999267578125,154.30999755859375,148.77000427246094,150.82000732421875,150.71102905273438,45848300,NVDA
2022-07-13,145.89999389648438,153.75,144.64999389648438,151.63999938964844,151.5304412841797,52191800,NVDA
2022-07-14,151.0800018310547,154.72999572753906,147.27999877929688,153.72000122070312,153.6089324951172,45623500,NVDA
2022-07-15,156.58999633789062,157.82000732421875,154.4499969482422,157.6199951171875,157.50611877441406,38593500,NVDA
2022-07-18,163.02000427246094,168.97000122070312,160.02000427246094,161.00999450683594,160.89366149902344,67051700,NVDA
2022-07-19,164.86000061035156,171.10000610351562,161.72000122070312,169.9199981689453,169.7972412109375,70236600,NVDA
2022-07-20,169.47000122070312,179.3300018310547,168.00999450683594,178.07000732421875,177.94134521484375,76053800,NVDA
2022-07-21,178.85000610351562,181.44000244140625,175.4499969482422,180.5,180.36959838867188,55704900,NVDA
2022-07-22,178.92999267578125,179.6699981689453,171.3699951171875,173.19000244140625,173.06488037109375,53667100,NVDA
2022-07-25,170.19000244140625,171.24000549316406,166.49000549316406,170.24000549316406,170.1169891357422,48074800,NVDA
2022-07-26,168.88999938964844,169.19000244140625,164.77999877929688,165.3300018310547,165.21055603027344,39786500,NVDA
2022-07-27,170.32000732421875,179.36000061035156,169.1300048828125,177.89999389648438,177.77145385742188,56977600,NVDA
2022-07-28,179.75,181.39999389648438,174.39999389648438,179.83999633789062,179.7100830078125,47464600,NVDA
2022-07-29,178.1300048828125,182.44000244140625,176.9199981689453,181.6300048828125,181.49879455566406,43546000,NVDA
2022-08-01,181.82000732421875,188.4600067138672,179.89999389648438,184.41000366210938,184.2767791748047,47646900,NVDA
2022-08-02,181.22000122070312,189.3800048828125,180.9199981689453,185.25999450683594,185.1261444091797,48952700,NVDA
2022-08-03,181.83999633789062,189.67999267578125,181.3699951171875,188.92999267578125,188.7935028076172,41814600,NVDA
2022-08-04,188.49000549316406,192.74000549316406,187.60000610351562,192.14999389648438,192.01116943359375,40965200,NVDA
2022-08-05,188.10000610351562,192.2899932861328,186.66000366210938,189.88999938964844,189.7528076171875,38606800,NVDA
2022-08-08,175.02000427246094,182.38999938964844,172.4199981689453,177.92999267578125,177.80145263671875,98185900,NVDA
2022-08-09,172.52000427246094,174.47000122070312,167.24000549316406,170.86000061035156,170.73655700683594,66826300,NVDA
2022-08-10,176.97999572753906,181.17999267578125,173.1699981689453,180.97000122070312,180.83926391601562,59742200,NVDA
2022-08-11,181.30999755859375,187.07000732421875,178.75999450683594,179.4199981689453,179.29037475585938,50932700,NVDA
2022-08-12,181.60000610351562,187.17999267578125,179.52999877929688,187.08999633789062,186.954833984375,47809400,NVDA
2022-08-15,187.00999450683594,191.63999938964844,186.1300048828125,190.32000732421875,190.18251037597656,45766600,NVDA
2022-08-16,189.1999969482422,191.4199981689453,185.00999450683594,188.7899932861328,188.65359497070312,45124000,NVDA
2022-08-17,185.22999572753906,186.8800048828125,181.4499969482422,183.35000610351562,183.21754455566406,44679900,NVDA
2022-08-18,183.00999450683594,188.64999389648438,181.8300018310547,187.72999572753906,187.5943603515625,41544700,NVDA
2022-08-19,184.05999755859375,185.1999969482422,177.6999969482422,178.49000549316406,178.36105346679688,44158800,NVDA
