Date,Open,High,Low,Close,Adj Close,Volume,Ticker
2022-05-23,486.2900085449219,495.739990234375,486.2900085449219,492.0799865722656,485.5660400390625,2279800,UNH
2022-05-24,490.7900085449219,498.0799865722656,488.6600036621094,497.55999755859375,490.9734802246094,2658100,UNH
2022-05-25,498.5199890136719,502.30999755859375,491.260009765625,498.0899963378906,491.4964904785156,3161600,UNH
2022-05-26,501.739990234375,507.260009765625,499.4100036621094,502.2300109863281,495.5816955566406,2705800,UNH
2022-05-27,491.0,507.1099853515625,489.3900146484375,507.1099853515625,500.3970642089844,3349100,UNH
2022-05-31,503.6199951171875,504.1099853515625,495.6600036621094,496.7799987792969,490.203857421875,4003100,UNH
2022-06-01,498.32000732421875,501.3800048828125,487.7799987792969,492.54998779296875,486.02984619140625,1765900,UNH
2022-06-02,494.0,496.1499938964844,482.9700012207031,492.260009765625,485.7436828613281,2093500,UNH
2022-06-03,488.3299865722656,491.6700134277344,484.8999938964844,485.6099853515625,479.18170166015625,1756900,UNH
2022-06-06,489.42999267578125,493.6300048828125,486.2900085449219,490.17999267578125,483.6911926269531,1781500,UNH
2022-06-07,489.5,497.6099853515625,487.1199951171875,497.1000061035156,490.51959228515625,2341900,UNH
2022-06-08,494.0,497.8999938964844,488.54998779296875,493.5299987792969,486.9968566894531,3268100,UNH
2022-06-09,492.8800048828125,496.4599914550781,487.6099853515625,489.42999267578125,482.95111083984375,3148800,UNH
2022-06-10,484.79998779296875,490.1600036621094,480.92999267578125,484.6300048828125,478.21466064453125,2599900,UNH
2022-06-13,475.1300048828125,481.3399963378906,467.260009765625,469.70001220703125,463.4823303222656,3764600,UNH
2022-06-14,467.5,469.17999267578125,457.4200134277344,461.75,455.6375427246094,3814200,UNH
2022-06-15,464.20001220703125,469.0199890136719,456.5,464.3299865722656,458.1833801269531,2550700,UNH
2022-06-16,453.3999938964844,457.80999755859375,450.67999267578125,456.0899963378906,451.6574401855469,3135600,UNH
2022-06-17,450.75,461.4599914550781,449.70001220703125,452.05999755859375,447.6665954589844,5277400,UNH
2022-06-21,457.80999755859375,485.1199951171875,457.1000061035156,480.32000732421875,475.6519470214844,5726800,UNH
2022-06-22,475.7200012207031,495.9200134277344,474.5400085449219,489.67999267578125,484.9209899902344,5061000,UNH
2022-06-23,494.95001220703125,503.5799865722656,491.9599914550781,499.80999755859375,494.95257568359375,4687700,UNH
2022-06-24,499.44000244140625,499.760009765625,486.55999755859375,495.6400146484375,490.8230895996094,15861100,UNH
2022-06-27,492.8299865722656,511.8900146484375,492.5799865722656,505.6600036621094,500.74566650390625,3907100,UNH
2022-06-28,512.0800170898438,518.6099853515625,505.0799865722656,508.44000244140625,503.4986572265625,4978200,UNH
2022-06-29,508.8500061035156,518.7000122070312,506.010009765625,515.7100219726562,510.69805908203125,3823400,UNH
2022-06-30,513.5499877929688,516.3200073242188,509.7200012207031,513.6300048828125,508.6382141113281,3568900,UNH
2022-07-01,512.3200073242188,517.530029296875,502.30999755859375,517.4000244140625,512.3716430664062,2426600,UNH
2022-07-05,507.6400146484375,511.0,492.25,505.239990234375,500.32977294921875,3029600,UNH
2022-07-06,505.6400146484375,517.4099731445312,504.29998779296875,515.2899780273438,510.2821044921875,2506700,UNH
2022-07-07,515.25,517.2999877929688,512.22998046875,514.3800048828125,509.3809814453125,2385400,UNH
2022-07-08,512.3099975585938,528.3699951171875,511.010009765625,518.6300048828125,513.5896606445312,3092100,UNH
2022-07-11,514.8599853515625,521.469970703125,511.80999755859375,516.9500122070312,511.9259948730469,1743600,UNH
2022-07-12,513.25,519.1400146484375,510.6199951171875,514.4199829101562,509.4205627441406,2706500,UNH
2022-07-13,508.07000732421875,511.8599853515625,501.19000244140625,501.239990234375,496.36865234375,3467700,UNH
2022-07-14,495.0,505.8900146484375,492.2799987792969,502.42999267578125,497.5470886230469,3765500,UNH
2022-07-15,526.0599975585938,531.989990234375,515.4500122070312,529.75,524.6016235351562,5742500,UNH
2022-07-18,531.0,532.1599731445312,518.75,519.3699951171875,514.3223876953125,3212000,UNH
2022-07-19,521.0900268554688,533.8400268554688,520.5900268554688,533.4500122070312,528.265625,2953500,UNH
2022-07-20,533.4500122070312,534.0499877929688,515.72998046875,519.469970703125,514.4214477539062,4327500,UNH
2022-07-21,519.3900146484375,522.469970703125,511.1400146484375,522.4600219726562,517.3824462890625,2667600,UNH
2022-07-22,526.0,527.5999755859375,518.4000244140625,521.4099731445312,516.3426513671875,1850300,UNH
2022-07-25,526.0900268554688,532.8900146484375,524.219970703125,529.469970703125,524.3242797851562,2337200,UNH
2022-07-26,533.7999877929688,537.6400146484375,531.030029296875,531.5900268554688,526.4237060546875,2637800,UNH
2022-07-27,533.5399780273438,537.8599853515625,528.0399780273438,534.6099853515625,529.414306640625,2268100,UNH
2022-07-28,537.489990234375,544.3400268554688,531.739990234375,541.489990234375,536.2274780273438,2344500,UNH
2022-07-29,540.010009765625,543.8499755859375,536.6900024414062,542.3400268554688,537.0692749023438,2945700,UNH
